RegionID,SizeRank,RegionName,RegionType,StateName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30
102001,0,United States,country,,1210.1609184950717,1216.757115304357,1225.8540185229872,1235.028173052329,1244.3963474424613,1252.3741502618047,1258.3538503615137,1261.9755637217054,1264.0477882015225,1264.5090980321088,1265.0190387384012,1265.4624347896367,1268.6279627265542,1273.6299055475076,1280.001571760692,1288.0752035793785,1296.4827293074588,1304.8528790032885,1309.7341854998158,1311.9730985403567,1311.874211955464,1310.3869461934198,1309.1965737393436,1308.405141761904,1313.094096000313,1320.9303613249563,1332.787465862101,1342.7407093145887,1352.2164670906452,1359.4439693996026,1364.4474853864028,1366.1206969606278,1366.3701573127194,1364.7869489068814,1364.6252108481985,1365.6339997778248,1370.5698700022604,1378.1350741658698,1387.8666834696016,1397.6845968245946,1406.1062020712966,1413.780664728881,1419.2626195039002,1422.5768213268282,1422.0135027653987,1421.2584730293484,1421.812766998902,1423.911384638587,1428.255518492721,1434.4931561286082,1444.9949671878176,1455.318698466546,1465.4584621510057,1473.5906028014444,1479.5193362665784,1482.6172125098735,1482.439688175495,1481.0820169753197,1479.981308783866,1481.1782273264664,1486.3126737124712,1494.6757182402264,1503.1977834279255,1504.094667440759,1503.2642237367047,1503.6908375507192,1508.9726976577035,1510.3495530394505,1507.7669535549153,1504.8247468533752,1503.4693145429699,1505.7191857247046,1513.1599620598163,1525.1311012524764,1540.7890455260185,1560.5599933039487,1586.675027139675,1617.2415784313102,1649.4102030929698,1679.2316116439126,1703.3679410801333,1718.4677044233747,1728.3235549400974,1738.0020342603232,1749.0450457319014,1764.719262886359,1780.8998201245547,1801.899864862063,1823.2380388597478,1845.7140423890432,1864.554027847052,1875.3823963554357,1877.9792546471326,1873.3540106269186,1867.171209275262,1864.091122146928,1866.1318093412772,1872.9705646350053,1885.6283167201182,1896.8453688801221,1909.5410881045934,1917.7880945098632,1927.51191267199,1932.9969395882572,1934.426114341961,1931.1456356767662,1925.7561292363143,1922.3780902634796,1925.4055130754448,1933.6583055060894,1945.3046056656683,1957.1481169606334,1969.7071830112882,1981.4263584276107,1991.4326671616413,1996.7582340517538,1998.4709319732208,1994.9484958258736,1991.8471262797968,1988.3130648838182,1992.752732413821,2001.0033442632998,2013.6698608128904,2023.7238908193956
394913,1,"New York, NY",msa,NY,2306.1660513020925,2321.560632772202,2340.3324524837976,2360.9295529648593,2376.5541965785865,2392.61442134467,2402.9314358698543,2412.8925487375395,2416.9580132862397,2415.0818187678756,2405.815850994094,2396.768232919477,2393.4232706244657,2398.0800012963487,2406.0729503349426,2419.209999553476,2434.070914525279,2449.255936293301,2462.0209246670174,2465.856822574192,2466.604080231466,2458.870006898605,2453.7890750499564,2441.722721010164,2438.267488865995,2439.145819993339,2451.190728631596,2465.9487041163575,2484.213972300628,2499.521835284603,2510.5015432166683,2512.9780310879955,2510.9189823675315,2496.8243837430373,2481.1063037048975,2467.5676060557244,2466.239094515647,2473.262730207162,2486.1060531609287,2506.1339267382236,2524.9103468625312,2542.7990847597976,2555.292770990706,2564.586496638786,2565.3412875619942,2555.8031869184697,2544.761763795291,2534.4384762315776,2534.517388906327,2543.4066613601008,2559.2920538468506,2576.76984034247,2597.6735018710538,2619.726509478703,2635.582627499877,2642.704449511306,2641.1048087379095,2636.4487943817594,2624.3952627615595,2616.72637018641,2616.0142971681103,2629.1896048600065,2638.5336296462947,2632.5265521710967,2615.62591453514,2592.4919460863966,2567.079131748144,,,2423.260149732216,2390.7970227093083,2377.6193265496545,2375.7238479231924,2390.330202139685,2412.427572785304,2441.305831288381,2486.461427552068,2542.1277574596143,2606.1625865893297,2666.8625370765485,2715.7267526635105,2749.437490623381,2771.679443379976,2792.528244892656,2816.876049728242,2849.45195489125,2888.405710872829,2930.5760453075873,2982.946806540371,3037.5937589303453,3087.5210797235763,3115.803119820787,3119.6418790261423,3103.149116908347,3076.3591920362037,3055.5534435712393,3052.9441370698223,3065.9693816469767,3093.3663659024865,3125.9532276686236,3162.5112905146293,3194.176407103927,3217.7922640452034,3228.57647700167,3227.883983824063,3212.4129807902373,3188.9928602043187,3172.04025275491,3176.0063000689183,3194.578141246929,3225.517441222188,3254.3022711699778,3287.8576540139534,3316.9051732535754,3335.059214766213,3340.64912752122,3330.321986412049,3315.6518616737276,3303.897715412746,3297.8438073041934,3307.8524530072928,3329.026159001029,3361.455273691113,3393.6591098547156
753899,2,"Los Angeles, CA",msa,CA,1793.4442407694205,1805.7372219159472,1822.339795212922,1836.6387391840958,1851.3705362891922,1862.6970468553052,1876.0804105087332,1886.4652301268723,1896.34068881876,1901.423667190272,1906.4835541276639,1912.609411374946,1921.82559569067,1933.546798480435,1945.4566875895687,1955.8183094720428,1968.980270541446,1981.5419796968954,1994.7501907204553,2001.1614234697718,2006.2717465460296,2007.0855638806524,2008.9829489830802,2012.8802685767002,2027.0356381393121,2043.9952527182602,2064.7408994212274,2078.454364241615,2091.563430889093,2100.6028592975563,2110.711759894576,2116.0454292577747,2120.8207827791066,2121.98363291366,2127.1268309799852,2132.187180862528,2143.3250956606275,2154.91543639127,2165.8565219727584,2174.8162709094922,2182.4085918700957,2193.9784956029753,2204.5185188229752,2214.0016736047346,2218.4375904822573,2222.1070093592234,2227.5023755927937,2232.645671969499,2238.4405100027598,2242.4710602617056,2254.273053354044,2264.440604965423,2277.2831629197403,2286.335307707085,2295.0537594228117,2301.3023362607437,2305.1613423359427,2307.8822882717363,2310.936263824834,2314.718261314144,2321.4837811046796,2326.0925261862662,2325.6097486192452,2313.604329073857,2302.419671320589,2296.398342247358,2298.233085483258,2298.2590548148405,2297.650083590491,2298.3493558082146,2299.6797706045645,2300.1803611521286,2308.9324949824463,2319.0578713271984,2333.43330801193,2344.9586872468,2365.391414377201,2400.1599235929734,2446.8445181610127,2500.3933733864446,2541.435038961186,2567.3294673610408,2581.887046258233,2599.8896767044266,2619.5726747722,2645.438807065639,2669.4649900702148,2699.287027593626,2725.013362102515,2749.363430059291,2769.7305331497164,2784.6932050656474,2790.883341869287,2786.2785405489376,2778.213320269137,2770.928924206714,2769.797396585677,2775.842437756213,2790.032043626397,2801.6781822335524,2811.50269311672,2819.37489731773,2832.1484503085594,2843.505814359839,2846.785860511154,2844.2288587407243,2832.3722220355976,2825.10872324965,2828.76437808307,2840.564317981123,2856.479939518781,2867.142475975301,2881.693586432085,2895.745666150344,2910.3342257340323,2917.107122154478,2921.9390272116025,2919.023071122556,2915.505740367275,2908.0181384752445,2929.7551688433264,2951.438249760581,2976.0806880590926,2973.941749045221
394463,3,"Chicago, IL",msa,IL,1444.5521127724824,1451.6278981002101,1461.6761272528115,1471.0698689117617,1481.6344531432044,1491.5531298134579,1496.2829068111428,1498.991220313986,1493.7328684855688,1486.5008252460918,1480.152853799244,1480.475580201731,1488.4715264974295,1497.7978395806197,1509.2571658235029,1517.036519161518,1525.405475926347,1533.6248748781336,1540.2610027668143,1544.02706374575,1537.0911146148917,1526.9577101660225,1514.932524315367,1509.3102729676514,1515.5740633285502,1529.7496902611201,1548.8185256670681,1562.89694555852,1574.9359657663294,1580.9015002550655,1582.8245052786185,1577.772632110415,1571.6578159468484,1560.0999381338838,1553.4772928476305,1550.815188122545,1559.6310435325242,1571.3548383654186,1585.1146445797106,1596.4531161568157,1606.943678289501,1615.9665295250304,1620.623383032612,1618.370697018865,1607.9556072788428,1596.4799467257271,1589.126331047142,1589.9020383953657,1599.410648052243,1610.2917538041288,1626.4872532920642,1639.504078476989,1652.008103162839,1659.0466456860036,1662.0289506962658,1661.3274478577246,1655.9868768254673,1649.5007609705485,1642.6433729319342,1637.945530506175,1646.678114197093,1658.9651692419905,1674.4703719504291,1675.6561555904134,1674.3781191694509,1671.1733703980074,1670.4153595158814,1664.629515824356,1650.0040698731252,1627.947812425373,1609.7084030315136,1602.036060926321,1604.5718232677552,1616.4831787883309,1634.2132627723706,1661.0322903369795,1688.64739154911,1714.6279678388028,1734.4580051683722,1748.1107104691987,1756.0706035730539,1755.5188973212425,1755.6556372308178,1760.7173003197856,1774.4110594127865,1790.4809258321975,1811.1531643742962,1835.8874095007827,1862.8028586524463,1884.2197170033996,1901.2356581888616,1909.092300333805,1910.0461390177513,1905.5005098280753,1900.010836997622,1900.2727706415137,1907.823486023967,1923.0653356801165,1942.211044505281,1961.3115532556837,1982.9311074088046,2002.2176590963893,2015.4165204091523,2022.0943180781196,2018.3060611040032,2009.6254966765302,2001.0481730973545,2002.0219253494038,2011.3960302705157,2027.0184599092543,2043.3856810829664,2064.7779952811084,2083.822528901165,2102.1869692869172,2112.5779934441393,2116.7184845107313,2115.647452963507,2114.0575679575722,2115.3703261593146,2119.015331928283,2126.3271068820172,2142.6123895537658,2161.8639260704995,2185.709319714959
394514,4,"Dallas, TX",msa,TX,1110.4801944540004,1115.5109007957906,1123.266243621058,1135.3037258690447,1145.229695468116,1154.0472871454697,1160.6895121122918,1164.4188837997553,1165.9339266961529,1165.962380917523,1166.82003649642,1168.4955358687596,1170.0898553549805,1175.8802918872493,1183.7045273146425,1194.8457324576925,1203.462472556076,1211.476543523381,1216.705344947906,1220.272912501327,1220.576919367637,1220.9871351562538,1221.0070520311297,1221.7644987759559,1226.6914687664396,1232.7760055373396,1245.597266513619,1255.2229265538863,1267.822932058029,1274.2675459386257,1279.22872713852,1280.6479513053312,1279.2993252094202,1277.170443485066,1278.5521677643535,1279.5658592130587,1284.3613733747409,1290.351628917335,1297.6773405809488,1305.3540108407162,1310.5291129524521,1319.0966116696968,1323.19126272583,1325.1585701241622,1322.2241574646193,1324.257677968701,1325.2814539727049,1328.1306399524356,1330.5316895822687,1334.8107183815341,1346.263249306702,1355.9654071830641,1365.6253899323983,1372.3850364892946,1375.6737957819123,1377.832138674834,1376.8637268913383,1375.9699245850213,1373.8140049026406,1370.1889882096655,1372.7441474340683,1378.7282149208042,1387.4398362293957,1388.03056062259,1387.6440854089951,1388.6023252678501,1393.035838709417,1397.065027857286,1399.4305032712452,1402.3124025369007,1403.8663297964833,1407.111246369803,1413.5156975813543,1424.920635719595,1436.8241300720692,1455.9651796093433,1480.6950201236828,1514.8960655799394,1549.790987857075,1581.935892948876,1605.7624669051897,1620.1696992267532,1632.3662226040638,1642.2368169022034,1654.0152626523363,1665.8424986491214,1679.8230311236002,1699.627701986646,1722.862610613324,1752.1251762724403,1773.7214944401114,1781.7242764069358,1776.4024373249044,1762.1065746484787,1751.3652609488547,1742.6665560285494,1742.4967433123672,1745.1420123577755,1756.8313546387772,1761.5168672629209,1770.0737218728373,1773.5205924916763,1782.0665549060402,1783.6865073679646,1779.255683727532,1771.154276301927,1763.0976774737906,1754.5089098344413,1750.545272721505,1748.3321595819493,1752.8103172523856,1758.2881084432238,1766.8253178417294,1774.835766438011,1782.1795482744624,1786.120906081565,1782.6430750447705,1775.7016351532739,1767.0968982238767,1759.9413797261298,1758.0022188191006,1763.6356315770706,1774.3735678381288,1785.3149689457703
394692,5,"Houston, TX",msa,TX,1222.7912811401745,1226.5839606941172,1233.1437092333606,1243.0669596241983,1252.7412220204155,1261.0243998202022,1262.926350439559,1264.155531734518,1261.7014165025246,1258.1073597515704,1254.358891046075,1251.4345028670034,1252.323125597909,1254.4355249134464,1260.554621845434,1264.8107809262747,1267.9008220710753,1268.987586493414,1268.7185542526313,1266.1509115087993,1260.786708004593,1256.9311294344745,1251.612757211632,1249.1511929760916,1249.892415291269,1257.6709073630275,1266.2076345434411,1271.3511266641501,1278.8578206899333,1280.5908809615376,1281.4592614205899,1276.5289859526451,1283.609580758724,1291.2080378282749,1302.145023934597,1307.433060246444,1310.821661587125,1316.4360593981653,1318.2799928948732,1325.2814754121791,1328.0651658463653,1333.3181414553655,1333.3409992598988,1331.8039922185044,1327.9474693446011,1328.3214339697122,1330.5795451991435,1330.3765454352072,1330.9306400320384,1329.6991916437266,1337.1076449241807,1342.4050682501204,1351.4493227623484,1357.0375546110163,1360.6498262103646,1359.9493058273067,1356.8598058246425,1355.929213138137,1355.8328195187053,1358.95044146365,1361.7397859835498,1368.1033227154965,1373.5734614652154,1370.978560306938,1364.4077612853334,1359.3617417604596,1363.3669304048528,1368.50152636667,1369.2694337840005,1371.432773331825,1373.0676446236482,1373.8954729753261,1376.269208595358,1377.354884204114,1385.864832414126,1398.7192618597298,1420.2889262787583,1447.6861596781819,1473.3084941301543,1497.1832084057476,1510.4613117926713,1517.9327237255031,1521.724527467179,1526.1986161892987,1532.5945485781094,1542.8064848988,1553.2897814644807,1566.7805797404553,1578.5416699834416,1594.366366149847,1606.4709019781017,1613.2188110714994,1610.9270576819902,1604.8314322611016,1597.87762333024,1595.692218947254,1598.9767997140282,1606.589271465803,1618.262413997556,1624.6617085248454,1634.8699898941074,1642.677611091955,1649.850078740692,1650.8880997340334,1646.3184124804538,1640.5493746142292,1634.6686294811684,1631.9532050369025,1634.169408336607,1639.2443103482738,1645.221611446663,1653.9075994592677,1664.3177037831392,1674.7663934821508,1681.2742116328152,1684.7257989205848,1685.8001011462957,1684.2477859852813,1679.6496458728477,1674.7045249781947,1673.5021784407918,1677.8916627826256,1687.6214893157264,1693.2656700752339
395209,6,"Washington, DC",msa,VA,1713.0256172556328,1720.4168041748546,1731.6849081049731,1740.1991657237725,1749.3104238382875,1756.6371865710953,1761.1730021232095,1758.474121850849,1757.779259172253,1752.2661699885348,1751.9309982288707,1747.4810688656441,1751.3341711192613,1754.5032868206133,1763.0668131159293,1770.5160698276982,1779.5437088551757,1785.727271392252,1789.98670274024,1791.2860616193318,1787.7039370880384,1782.2202068966028,1776.513615592196,1773.922139102014,1779.3948865845987,1790.9004290440294,1804.2876253498496,1814.952680896284,1821.6331408946337,1829.211961075566,1832.2616771263947,1832.0487798846675,1829.496027952925,1825.2117046226442,1819.245247643562,1815.5337451476582,1818.0014398962978,1825.05760256122,1837.7542844237753,1849.6895536462985,1860.8559077712773,1869.397147953661,1874.85694903638,1879.647552080193,1874.421497550099,1872.131267138336,1872.504492764227,1877.8930935163958,1882.1862209578621,1887.7028305299434,1897.0657911554877,1908.361359022941,1920.0340891323524,1929.2630336109244,1934.637963122132,1935.591774334854,1935.4126168143446,1929.533320749791,1923.7911507519657,1924.027396131319,1932.6899565218075,1941.8130027471361,1951.6196285919154,1950.9083698960928,1948.6158701105069,1942.130352759778,1940.2341944485015,1935.9439802684437,1922.2036915359654,1904.8970570729457,1884.8538661846767,1874.2596105355278,1876.0074990925382,1884.1632756009144,1894.9746228080649,1909.9436362645265,1937.9604577002785,1975.5069285634347,2013.6376539532505,2044.930657255652,2063.997770997973,2073.7389495149714,2074.063973342308,2074.091310862345,2075.9545400313805,2087.6137143760743,2106.5022588679512,2130.499785946927,2156.1186410529367,2181.983390759392,2206.6405883372795,2218.4511077071443,2218.3168646613035,2201.872830888842,2185.140215583711,2172.007812160146,2173.6327779902153,2185.79384688825,2209.525294472821,2226.065935889486,2244.486165610946,2256.097398913347,2272.9706256330364,2283.3626402989453,2286.486537443674,2282.1694196912945,2274.2700314134113,2266.4367525090315,2270.369933701917,2284.6052009168798,2306.896337252631,2327.3149356075137,2346.6503342277706,2367.527034136431,2384.6646979491043,2393.572765363613,2393.0954576990007,2382.6563724452053,2375.1480027876487,2367.1967909769724,2378.519187616189,2393.7440261805036,2416.8003081332763,2429.4745796386455
394974,7,"Philadelphia, PA",msa,PA,1255.1278908275035,1261.881410785564,1275.2467159778057,1282.0488607152347,1288.126446762471,1291.2545819774996,1293.4471482132853,1293.959406557586,1293.203755032825,1292.469217382759,1288.5219573599488,1285.0806223970392,1286.330370052355,1294.9935371072236,1305.0614599043708,1314.1935757753988,1320.8335729675227,1327.932362868492,1329.0866643392,1328.5504986627946,1325.332008039029,1323.562763897098,1325.8127751348823,1325.9139300849174,1330.6766460334638,1336.7410654290127,1349.1361510788486,1358.074848124583,1364.0330382136124,1364.8130554548236,1365.2709796873935,1365.2444051446707,1364.549413422873,1363.9782887453764,1363.2080251659963,1366.5082709895082,1370.1884697865228,1378.4344258194262,1389.542987669564,1399.7161222400462,1408.5981231750486,1412.4227596717906,1413.3349838976906,1412.0814533845873,1410.134013049936,1411.4820328433761,1415.4011228945553,1415.991305875745,1420.885793738665,1427.495205901621,1442.327036906803,1453.8008031669244,1461.2047249764207,1468.4796830276082,1471.9588449835921,1471.5169684882026,1467.6158715925935,1466.2572337390561,1466.5749980806254,1469.934318503308,1473.7167200846118,1485.5019313428318,1496.206927822058,1501.0873024966918,1501.5543120156233,1502.3071802099619,1508.1175156810266,1508.1003669147735,1507.1709222844497,1506.0229116485173,1507.5080992748765,1511.0472580354503,1516.213942856902,1524.0121233457048,1533.0916775365838,1549.501012917142,1572.131661466551,1594.1707104782786,1613.759175084435,1630.3882054011026,1639.2318387269602,1648.835071898917,1657.3625175977033,1674.6867089725215,1685.8627454073387,1698.431127390954,1709.5293657513073,1724.2359211207777,1738.8948363219104,1754.3921052581677,1767.2967034069025,1773.5087213360212,1773.6724458034068,1768.5795553670357,1765.9225778535983,1762.9118688763863,1767.1826978899467,1770.5267088967605,1783.0971186833317,1792.600559795461,1804.608472818129,1809.452204481575,1817.8625348951152,1823.9701383740698,1831.7306325301824,1833.7443693599512,1833.249530226564,1830.8639859106013,1833.2750368035645,1841.8651740609603,1851.870153212705,1860.9131556999962,1869.6273265128386,1879.5353502053624,1889.1786895516218,1896.9612310689295,1901.9280961008428,1906.1240393038247,1909.1527017270648,1913.613846699364,1918.0870966515852,1922.4879057278865,1924.6268358698533,1926.448025023518
394856,8,"Miami, FL",msa,FL,1498.8241046598012,1505.0611530518686,1510.433745474313,1517.500359165078,1526.3275854520562,1535.1869719514689,1544.2267810843769,1551.681691682722,1563.0429130153736,1570.8964299034117,1580.5579272550633,1583.507450597205,1587.317941048815,1588.5955602768765,1591.7045670560522,1593.2107366746152,1592.8204237194645,1592.445460964264,1594.4572155912115,1597.3164438827507,1602.8255872965574,1605.8599576617662,1610.2321508567504,1609.6627162614614,1614.2351396261163,1617.662991085937,1625.8241352389628,1628.725120928432,1631.1300088357336,1633.8126008954766,1639.025469899794,1646.4036108856747,1653.5471306003958,1659.0296121577733,1660.5685215177411,1661.186679779445,1663.3460080468374,1666.3480591312257,1670.5340462169256,1674.365898981834,1678.9494423004114,1683.9744956251245,1690.05460743553,1696.7340269853044,1701.9947671481068,1708.7078130151929,1715.5463469796407,1720.8464630501253,1720.4293421422817,1718.7095828526024,1719.6712735920364,1723.3165550709227,1728.612907159201,1732.9847881448293,1738.185122973633,1743.0019816075055,1749.6537932362203,1758.5922389166224,1768.2115821370587,1774.9334943481156,1777.6063695112186,1781.130130862748,1781.257550573552,1774.8542065716456,1765.498126964642,1764.436552963696,1770.164044955817,1775.856093845388,1781.8183526571167,1795.2107685584972,1813.8890087015693,1829.9354645533745,1845.3191837187246,1868.0487652275376,1896.8782347703761,1931.364455715293,1971.6460623760843,,,2155.5860899274435,2214.7343139834197,2259.2453606101294,2304.332469456202,2351.478358749426,2394.2446482617197,2428.8634753061488,2466.224208992074,2507.8815814357304,2547.5556717191225,2575.5508871942016,2596.2263412497186,2605.7401182436774,2613.3725347416957,2616.0383002230533,2622.9966181416107,2627.1108765373333,2628.1903397157753,2630.6986535217816,2635.766301891214,2642.1744341018302,2649.3690382465365,2655.8312739064213,2661.7124890797427,2666.9722625607155,2671.5592970317775,2679.799217859524,2684.2961503165648,2680.023890141698,2677.6260456467203,2682.121200688827,2692.9967814983374,2702.757100731418,2706.003599085416,2711.842959416469,2720.0019340297463,2729.1828199229235,2737.6020957077253,2738.5574253935656,2739.972677219208,2737.675177716957,2739.951325157031,2741.7200407672995,2746.746687597608,2749.051895316441
394347,9,"Atlanta, GA",msa,GA,1035.9587270769039,1041.6074468497072,1044.622161101864,1054.6236835378354,1062.378084781462,1074.226293633791,1080.5483084221198,1084.019070611375,1084.5387634124727,1084.9704974996396,1085.8503189807298,1089.4955672921997,1093.8287606275458,1101.1937169613307,1108.850614267716,1116.4519974809511,1125.1517401109477,1133.9860829578008,1142.6425408888172,1146.9465888935483,1147.347140432851,1147.9374582876262,1148.2381218959872,1150.2278525025813,1154.2757409508333,1162.8429419979263,1174.8492323931705,1187.0608607633842,1199.2388119112459,1209.5747822159808,1218.4378939306912,1222.4874370636571,1224.681386464019,1221.5681357118096,1223.3866881344757,1224.9189766636027,1232.4691722291998,1240.3781765743547,1252.0089269003877,1263.8410268928,1275.1741713419308,1284.008514807739,1289.8928917280648,1292.602514363454,1292.856361593136,1298.902847770248,1304.0725472936538,1309.6341339589592,1314.8273577879727,1322.5089503139577,1335.0050165047255,1346.037364454209,1356.4975371889202,1365.021076814898,1369.9639917972556,1374.396481875723,1376.7186053921075,1375.9640295695438,1373.0497759887633,1372.3875519989165,1377.3956264051512,1386.1296920211532,1395.0969004647632,1398.3245361468887,1401.9936337656732,1409.4355973551483,1424.7928352832278,1438.6312832155227,1448.0601155731697,1454.51474040249,1460.0552120645782,1467.077033989705,1479.947861025984,1497.734960594709,1516.9871863097699,1539.998702037234,1568.643656328874,1608.1345650015226,1650.8605170393078,1694.011672579751,1725.4683546710346,1744.6635041382913,1751.8579946012105,1754.129962027339,1757.190376695784,1763.4989709118597,1776.4927964904173,1790.9546505504861,1810.9751653524163,1832.2035213397796,1856.204090715116,1868.8014828182925,1871.0597544539023,1860.549332907222,1849.658360142645,1844.4087573350118,1842.6252584231497,1847.4585149775692,1858.6458575625206,1866.8751377215501,1873.8916948788478,1874.6086697691894,1879.9610717194303,1880.155600807696,1877.404172989906,1866.7225614304728,1853.38967429449,1843.6680846304228,1846.2086164195791,1856.986258038601,1864.468699548042,1870.3363325394198,1877.174925553387,1886.2295673252545,1894.0849448125673,1894.6044398238,1898.482089686956,1893.8758233534618,1889.0407224020578,1880.9222820430616,1884.4217956729,1897.6871313473762,1909.8156649735663,1918.6189208602827
